rg1,rg2,rg3,rg4,rg5,rg6,rg7,rg8,rg9,rg10,rx1,rx2,rx3,rx4,rx5,rx6,rx7,rx8,rx9,rx10,rwin
-745,-306,-208,-2950,-1871,-2068,-3685,-5599,-10236,-10094,-28,-375,-1087,-3393,-4101,-5676,-8004,-7936,-16708,-20168,0
-91,-1031,736,1148,4877,6267,2604,2575,2292,-1741,-127,-395,2571,4980,11243,12454,10251,12947,12119,1221,0
-366,-540,-715,-1547,-1990,-2502,-2413,-1642,1242,7918,-232,-7,-149,-775,-3194,-2016,-2290,-1413,2783,4858,1
-1399,-2448,-1164,33,-4028,-6925,-7525,-4569,-4868,-3651,-1345,-2952,-2620,-2659,-7032,-12959,-16190,-14995,-11945,-9250,0
692,1345,2304,2168,4003,2727,-1350,-2792,-9579,-9151,1787,3042,5406,4648,9729,4530,-937,-2368,-4982,-2474,0
235,50,996,1982,3890,5370,7755,14167,17373,22328,343,-350,1191,3961,5467,6911,10834,19472,22224,25340,1
-146,-876,-2545,-1824,-983,-3565,-3297,-4513,-7955,-14324,-46,-639,-2520,-2364,-7919,-12946,-14851,-16862,-23833,-27205,0
1295,1406,1985,120,2469,6159,7347,9931,12294,15357,206,456,1218,592,4250,10497,11459,14152,16261,18636,1
302,517,-167,2147,1935,2560,2405,6387,6201,10971,-221,-340,-2079,1011,1444,4273,3045,11199,11053,24470,1
-97,154,1517,2206,4325,7046,9431,12453,16582,19982,542,529,1816,3370,5955,11024,14424,15698,20968,26048,1
-918,-883,-1738,-2708,-3155,-2890,-5087,-6781,-7704,-9129,-70,281,-720,-1628,-2314,-2286,-3800,-4923,-6530,-7504,0
768,813,-796,-1232,-1982,-1653,974,3222,8327,13347,12,-40,-358,-2395,-6487,-2851,1747,10612,21360,31132,1
252,1470,-171,-2063,922,4756,3851,8807,6215,19538,-706,-1256,-3141,-7140,-7519,-5771,-7107,-369,-3789,323,1
-246,632,339,4457,1842,-575,-2298,-6222,-7037,-17561,150,1319,1612,5742,1660,-2023,-3081,-7411,-8146,-16229,0
623,-252,-988,-1439,-834,434,-5419,-792,-5956,-7633,740,-710,-1674,-5993,-5483,-8154,-20511,-14318,-15100,-21351,0
605,-512,136,535,-998,1352,5480,11274,15351,22930,1065,323,-872,46,-2170,4460,6554,7363,12005,20258,1
-366,-2393,-5671,-7741,-10293,-14602,-18081,-24396,-25178,-30582,-266,-1931,-5191,-6039,-7239,-11293,-14559,-20453,-21864,-27731,0
25,1178,2739,4723,7125,8167,10561,14812,17587,22261,81,1011,3443,5181,7389,8569,11298,13623,15195,18091,1
119,-964,-2040,-3484,-3594,-4882,-6640,-8594,-9830,-12819,242,-184,-1615,-1486,-914,-2341,-4850,-9182,-7687,-11621,0
-221,-115,60,1392,2748,5198,5556,7726,10429,11480,-135,-197,-56,-127,1917,2873,5364,6901,11703,14797,1
-1659,-2907,-4862,-8157,-10423,-12949,-13174,-16962,-21779,-33276,-985,-2447,-5370,-9744,-12099,-13869,-12364,-18264,-23197,-33848,0
-38,-870,-2343,-4838,-7010,-9296,-14534,-15017,-18458,-24519,-284,-1355,-2710,-5544,-7154,-9148,-9471,-9517,-8785,-12670,0
487,-410,-755,-707,-287,-117,-600,-1182,343,-656,-242,-432,226,1424,600,817,6,1446,4442,-2536,0
-385,-1163,-2391,-5889,-6722,-8194,-11731,-13726,-19024,-28303,-431,-625,-2298,-4967,-5018,-7156,-7677,-8978,-10704,-14257,0
-896,665,362,-915,-465,2000,6015,6759,14576,19652,221,2161,1590,-4168,-1449,2428,7644,8595,10008,1381,1
-83,-870,-2975,-4274,-6917,-9163,-11904,-13716,-16664,-22501,295,-338,-2424,-3660,-7207,-6379,-10792,-13349,-16755,-25066,0
555,6,-1041,-542,174,-1035,-2016,3936,1239,2739,-204,-1245,-2323,-1098,1074,286,-332,6419,10990,8927,1
-665,-1289,-3175,-4010,-3587,-3379,-3943,-6466,-9513,-10250,-882,-2369,-3628,-4805,-4690,-4590,-5486,-9437,-11002,-15831,0
-158,375,831,2146,341,2394,1044,2376,4251,4208,-343,323,521,2147,-1237,102,-1633,-2947,-631,-3692,1
-549,-760,-790,-1510,-2576,-1489,-5748,-7034,-8107,-8827,-511,-1067,-1411,-2412,-4030,-875,-6269,-7361,-7469,-8412,0
-1639,-2912,-5463,-7106,-9639,-14653,-17725,-19658,-19756,-23309,-1074,-2480,-4491,-4340,-5363,-9907,-12627,-17260,-20405,-23910,0
389,2443,4013,6483,8068,13832,16264,18250,20860,25179,260,2510,4487,6287,7405,12033,14991,19147,23491,29143,1
-1460,-1972,-2373,-3850,-5301,-9885,-12117,-14084,-12460,-21327,-859,-1029,-2049,-4269,-5036,-9136,-11475,-14462,-11595,-17284,0
136,-532,-428,-1208,-844,2301,-3206,-6693,-9019,-17810,-458,-1887,-2980,-5135,-2730,-32,-6478,-13517,-16618,-23021,0
697,2538,3992,5258,7472,9544,10658,14799,20955,27912,313,2085,3635,5194,6430,7569,7826,10000,13049,19286,1
-61,528,2511,5263,2684,3073,4325,8261,12735,19097,570,1071,3830,5279,5005,6313,8933,16157,22771,22119,1
158,1119,2677,4099,6567,9194,11616,14330,19059,32249,428,1679,2634,4254,6275,8514,10548,12653,16287,24379,1
-1099,-2649,-4420,-5897,-11051,-12028,-16292,-20933,-25788,-30322,-1245,-2052,-3862,-4859,-8233,-9381,-12242,-16707,-18660,-22169,0
-294,-1146,-2546,-3960,-6638,-9148,-12655,-15481,-16040,-21003,-58,-1647,-3274,-4190,-7501,-9687,-13471,-14172,-14936,-18989,0
84,413,492,867,1413,993,847,4491,3907,10972,-502,188,235,572,615,24,-519,2213,3399,16774,1
-1246,-1186,-558,-2600,467,-1616,-797,2223,3561,8997,-555,-676,-19,1080,4298,4877,6230,14042,17176,21122,1
100,-57,205,2118,4375,-581,-6941,-6971,-9639,-13904,-118,194,-1401,3596,4932,-1538,-15336,-14360,-16914,-21424,0
116,481,327,2417,1301,1745,3459,3593,3918,3152,-304,316,430,306,-1683,-1071,473,198,484,3653,1
441,2001,1978,3368,4672,7045,5117,8617,12718,20021,386,1233,1705,-812,-2293,1965,-2389,6568,8767,11415,1
943,2760,3566,4853,6438,7208,9240,11249,16317,20687,728,2571,3243,4518,5081,6910,7059,7036,11452,16634,1
-455,-442,336,-359,1258,1798,4855,4317,6064,7796,-251,-144,919,340,2623,2747,4662,3765,3812,4957,1
-407,-1026,-1615,-4172,-4904,-4810,-6592,-9477,-16649,-18612,240,-432,-938,-2484,-2960,-4009,-7633,-10950,-24041,-18603,0
112,725,-451,606,1865,1771,2389,2157,5965,4837,266,816,-481,1138,3599,3534,1302,3433,10485,10213,1
324,595,1207,2347,3606,3426,4379,10801,21148,22821,265,532,939,3423,5165,5193,7590,22105,31206,29506,1
510,1000,1110,3525,2927,2845,3516,4657,10115,11448,228,861,1463,3895,4031,660,2200,3253,8829,8509,1
-730,160,-385,-561,-2647,-2250,-765,-1257,-3654,-9302,-164,582,-1583,-2960,-3352,-2497,1365,1586,2112,7693,0
-92,-675,-1402,-1761,-3016,-4460,-6833,-7398,-7880,-10355,44,127,18,-104,-902,-2554,-3484,-6092,-7471,-10497,0
13,-44,-499,-1092,-1013,-1731,-2930,-4476,-5074,-6521,-174,-408,-854,-1410,-1278,-1761,-3588,-4192,-5194,-6813,0
530,153,268,-1168,-1055,-2307,-2827,-3012,-7187,-5952,-318,-973,-862,-1892,-1726,-980,-250,1300,-2325,165,0
580,648,259,738,2306,3142,3991,4110,5594,8514,384,538,412,1238,2788,4176,5640,7225,11614,17145,1
-582,-43,1,1050,969,2005,3870,7024,6973,7728,316,880,703,2207,1171,-19,4069,4780,4584,5610,1
-35,1538,2458,3532,4371,5321,6974,6263,8611,12410,237,2595,2811,2843,4401,5948,9311,9373,11589,15095,1
-72,-1393,426,-2430,-4771,-2511,-4785,-7769,-7192,-8470,464,329,3225,54,-317,1453,-5112,-9545,-4399,-1781,1
225,328,-181,-179,642,827,1697,2896,7111,8791,389,955,669,93,1320,1434,1939,1542,5776,6345,1
471,-185,-720,-1496,-2552,-6406,-10296,-11660,-14213,-23096,556,-816,-1237,-1404,-5208,-8318,-14636,-19226,-23864,-17142,0
-115,537,77,71,384,285,-927,-1846,-4768,-6736,-12,574,490,527,1064,626,-123,-746,-3649,-5952,0
110,-17,401,1102,414,-1469,-1198,380,466,-8375,489,-335,899,3547,4201,-3153,298,623,1816,-4417,0
-1503,-262,-1700,-1837,-2107,-4215,-5998,-9365,-11377,-16287,-305,969,-1735,-2480,-2993,-4537,-7357,-13138,-17708,-19630,0
278,-300,-106,834,2062,1186,4300,3815,3591,5132,-260,-795,-371,-19,1221,232,3395,1570,3344,4257,1
-413,-844,-1794,-1519,-4577,-7348,-7457,-12091,-16320,-18003,-625,-1923,-3010,-2456,-5392,-7896,-10948,-15994,-18905,-24180,0
-684,376,1940,1098,-1783,916,-3234,678,-4360,-9770,54,1328,696,-900,-2664,-1166,-10427,-5679,-15608,-21248,1
1239,690,-219,-165,-581,3254,3168,6805,9294,20724,152,-1130,-1663,-1354,-2913,1714,1925,6262,9289,21825,1
-809,-1507,-2435,-4484,-5929,-8064,-9074,-9226,-8852,-12816,-619,-948,-1411,-1046,-2014,-1441,-2447,-1813,-1392,-3387,0
-252,867,1149,3007,4314,5007,8382,9252,12291,14192,99,429,913,3264,4656,5062,7705,8581,11031,13492,1
-929,-2560,-5832,-5520,-6230,-4460,-3036,927,2264,-319,438,-261,280,-1609,-2779,-1143,-2410,-3277,-6058,-6970,1
-28,-355,-1500,-2032,-4564,-4955,-2083,-8040,-6085,-8375,174,104,105,33,100,2399,6276,1833,4463,-2159,0
956,462,2426,802,4073,859,3408,4828,4697,11381,136,-354,843,996,3245,-2645,-1298,-2891,-366,4993,1
-182,-186,296,237,-218,-2393,-832,-2890,-2910,-8745,541,362,1265,728,190,-2121,1099,-2117,-871,-13267,0
-994,-1726,-3587,-2581,-1426,-2661,-3147,1763,5775,12752,-1003,-2698,-2752,-2955,-9653,-11812,-8035,-1314,2679,10153,1
-283,-1986,-3295,-3442,-4491,-5003,-6824,-11823,-13542,-19688,-343,-1782,-3773,-5011,-6056,-7315,-10229,-17676,-18376,-22508,0
-694,-2569,-771,-3646,-13067,-12832,-13395,-12194,-4698,1995,316,-1582,1774,-2509,-9278,-9250,-6851,-3645,1114,11849,1
914,1185,806,1768,3376,4774,4582,9046,2544,-4362,737,678,-2114,-158,1305,2946,4002,7581,933,-10434,0
-47,139,125,2192,2635,1621,3801,2985,10211,15034,-313,34,18,1774,5254,2625,3562,1073,5261,1109,1
103,-138,-1183,-2635,-2899,-6693,-8373,-3509,-12807,-21555,690,-119,-2012,-4591,-6329,-9422,-10498,-2843,-14438,-18456,0
1016,3151,4546,7488,7476,5544,4614,7180,13403,16610,423,2472,1801,4175,4986,3527,933,10696,18282,6107,1
-491,-369,-744,644,770,645,2273,4509,11459,18271,42,357,461,2434,2711,2390,3875,7042,17667,21665,1
-1111,-2896,-5227,-1668,-3889,-8425,-7142,-2598,-4792,-2296,-352,-2627,-3606,1356,-850,-5692,-6844,3775,-7219,-819,0
-904,-1454,-3366,-5880,-8963,-9749,-15222,-17378,-16271,-17622,-969,-1382,-3196,-7071,-10022,-12051,-16431,-16723,-14270,-15029,0
312,1021,137,2574,1392,-1394,-184,-1854,-9487,-11556,819,1703,-223,4106,1689,-4133,-3521,-1337,-15869,-1950,0
269,-278,-1555,-2128,-3146,-3976,-6011,-7961,-8834,-13615,-113,-866,-2897,-3834,-3407,-4861,-6304,-9105,-8933,-15199,0
-778,-978,-507,-2207,-2914,-6635,-9364,-5162,-9110,1792,-182,-133,1538,-2016,-4660,-7960,-9113,-3517,-5744,10067,1
539,2362,4071,4779,6074,7979,10857,12239,13603,13814,221,1025,2740,3538,4387,5901,7992,8985,8228,8884,1
567,6,-1536,1986,409,-2301,-3825,-7040,-13946,-20381,-544,-1701,-5105,458,176,-6175,-9756,-18760,-26576,-30160,0
-9,320,-270,930,2230,34,78,-1521,-4617,-8426,-164,382,-206,1232,3136,1,1051,-3940,-9460,-17334,0
-723,-837,343,2548,-735,-3178,-352,1195,4557,18561,-417,-328,2706,6438,6531,2469,9181,10475,10518,17348,1
1177,1850,3095,3557,2066,-16,-1200,-3859,-6158,-7186,767,1163,1304,1513,-1274,-2183,-4009,-9853,-11687,-11623,0
67,1375,2850,5140,5257,6732,6212,7613,11897,18215,52,1443,2347,4779,4352,6481,6336,5297,12567,21278,1
-563,-3021,-3711,-2626,-2203,-1392,-1272,-421,401,6656,319,-71,449,2028,2709,4769,614,673,-977,7662,1
-147,-778,-1608,-2387,-2274,-3837,533,3795,6501,12039,-30,-397,-1268,-2172,-485,-2380,5297,8850,8285,17598,1
217,736,1543,614,802,232,-2602,-1606,-4541,-9265,666,1215,3098,2118,4633,-904,-4898,-3852,-17086,-23510,0
-182,358,-702,-3118,-3220,-2801,614,1304,3908,10088,-759,724,-399,-2242,-394,3591,7217,10797,18692,29112,1
-348,29,-52,-540,415,-1833,-2136,-1552,-3021,-6200,-630,21,27,-409,1046,-2512,-2059,-1159,-4077,-10286,0
-475,445,2277,2109,-1230,-4827,-3706,-3395,-8765,-19356,-351,255,-487,1422,-3169,-5308,-2102,-2189,-4639,-12885,0
275,1100,2176,2547,5091,6454,6272,6110,8348,14158,-196,1390,1525,2488,2152,1972,5090,4935,7594,12797,1
-1221,36,-1100,-1074,-4959,-6288,-11198,-9875,-16604,-15870,-87,2298,77,-1941,-6748,-2491,-5413,-1303,-13844,-9650,0
1107,1665,2678,3996,2891,6582,9090,10463,11731,23203,712,491,1354,1134,-631,1424,4262,4992,11704,21911,1
-172,-641,-691,-28,743,2786,5883,7860,9799,16494,22,-619,-1623,-423,695,3603,8798,10582,12297,17932,1
67,283,369,756,772,2438,3187,7040,11375,13178,-72,272,573,2250,4421,6054,7491,10193,14234,16395,1
-617,-1900,-2825,-2661,-3242,-2907,-5890,-9853,-15300,-16379,25,-1353,-800,-249,158,1928,-4865,-10831,-14933,-14380,0
-720,-1864,-1235,-1014,-1816,-3549,-5256,-4483,-6948,-16798,-1383,-1706,-1678,-450,-1961,-2602,-4812,600,-3835,-9175,0
-407,-312,-1535,152,1449,-2979,344,2784,5005,15599,-224,220,-489,1382,8979,1278,7672,10589,17555,24534,1
-72,224,740,1955,2211,2941,5299,9628,11341,12777,-556,402,1009,9,-1,2167,4126,12012,16125,19644,1
460,-990,-1257,-168,-390,-3202,-4164,-6878,-9480,-15476,-514,-2378,-2830,-2390,-3237,-7860,-9271,-16429,-17867,-28034,0
191,213,-527,-915,-2253,-2129,-6554,-8994,-13863,-19826,-866,-748,-1726,-1942,-2530,-2720,-11210,-13906,-21014,-26208,0
-753,-1144,707,-556,-217,-322,-1440,-1449,6625,7964,-57,324,1016,2753,2723,2737,-1685,-2698,9911,8044,1
-676,-1486,-1701,-1350,-1670,-4123,-3699,-6543,-7198,3983,-587,-1515,-100,-89,-1040,-1442,2585,-8473,-3452,5397,1
-252,-797,-1772,-2281,-3829,-4196,-5401,-4668,-6174,-10847,-246,-955,-1645,-1707,-873,-277,-1669,-572,424,450,0
16,-514,-61,3018,5591,2966,-255,-5216,-4709,-4458,-15,-772,-2505,-1476,381,-2173,-6263,-9508,-6508,903,1
-530,-3055,-4932,-4904,-6878,-7523,-4474,-3077,115,5237,-520,-2909,-4268,-3509,-7200,-7095,-2595,-1399,8022,12583,1
-202,-401,570,539,2058,3752,3664,4144,5653,10745,-532,-286,155,-857,-2028,46,-464,1498,4832,4860,1
-157,-1246,-3069,-2704,-3823,-5257,-2777,1892,-2298,-3360,-361,174,-1217,1013,-1603,-6958,-1142,-506,-4075,-7558,1
3,199,449,2562,2765,3704,5649,8371,8953,11491,-17,1137,1355,2142,2732,3967,6989,8279,10553,16099,1
731,508,1412,3215,3066,6830,9902,12683,16170,24629,616,-142,-872,2832,4175,6489,5172,9342,11480,14590,1
883,657,-165,234,2403,2282,-1421,-3960,-5431,-11967,409,-249,-1333,-198,2604,4206,-4476,-9578,-12510,-22119,0
583,924,380,1538,1652,4536,4909,4448,4190,3357,407,2263,1265,1755,2770,3090,6538,9393,9648,12090,1
383,-34,75,-2233,-1850,-1040,-146,1249,-2907,-12401,152,-22,-1321,-885,-2473,-1823,-168,1339,-6246,-19496,0
-38,186,1541,2772,2361,256,2648,2305,5110,9955,-211,-153,2839,999,1372,-1857,1889,3435,3738,12140,1
-526,-999,89,-405,-1586,-2972,-3982,-6337,-1372,6811,-179,-1004,-241,-2515,-3132,-3638,-4738,-8580,-861,5533,1
903,1272,-1611,383,-366,2917,5769,9933,13412,17910,458,1622,754,3573,134,6070,12744,21676,24541,30042,1
-187,328,948,1168,3137,4383,4880,5509,9751,15851,55,-121,1869,2225,3297,4235,6411,7514,11143,17316,1
263,1295,3958,6034,9107,8373,9376,12624,13935,18717,-328,-177,2475,4499,6795,5495,6382,8883,10807,14709,1
131,298,614,-706,758,381,3528,4505,6910,7685,-620,14,533,-1533,-869,-541,3495,2686,5327,7090,1
-110,-1592,-2642,-2611,-5941,-8086,-7275,-5903,2268,6236,-318,-704,-52,368,-4769,-9700,-4691,800,10107,10046,1
-528,-617,-1136,-1827,-2935,-4808,-3049,-3619,-8079,-11925,-372,-437,-1501,-1661,-1747,-5382,-2137,-529,-7924,-13178,0
-335,-2011,-3184,-4191,-7054,-8989,-11444,-13619,-16414,-23990,-756,-2454,-3762,-4887,-8552,-10011,-12673,-18951,-22348,-27234,0
546,799,2408,637,-2740,-1581,709,-3231,-10400,-14060,242,518,1216,-4172,-11483,-7992,-1118,-4242,-6393,-12751,1
978,777,2512,3103,4413,6290,10361,9784,9384,13547,209,-512,1874,654,1813,2786,6057,5559,5056,9508,1
654,2243,3152,3510,3783,2894,2834,3932,6956,8479,538,2348,1728,2087,1991,1264,517,4806,8433,10864,1
229,24,-103,251,-1622,-1271,-2671,-2326,-3197,-6176,-185,-166,-1087,-735,-2460,-1210,-1989,-2098,-3569,-6908,0
-52,-177,-186,-2227,4375,4286,1343,-6545,1740,3863,-193,762,2405,223,7511,7230,-6022,-8982,2026,5988,1
836,869,1527,-5,3009,4931,4564,4265,11139,15923,86,627,1013,338,3273,3349,1127,2460,8283,14520,1
100,975,1364,2116,3663,3996,5360,4805,5648,8729,23,996,1243,2352,3209,3838,3445,4129,5754,6099,1
-668,-1006,-3987,-4403,-3129,-7077,-3856,-47,5900,9056,-918,-650,-4978,-5366,-4358,-9131,-2828,7706,10843,3622,1
-578,-1612,-2049,-1800,-494,20,-2207,-1446,-6612,-11649,-601,-2081,-2336,-1542,1567,1081,-2665,1271,-6629,-17470,0
748,828,1681,1108,2525,-3865,-3358,-3222,-5044,-19554,144,698,85,-969,-3247,-8637,-6491,-7150,-12501,-16959,0
449,-1065,-1245,-1484,68,701,342,3559,6062,15604,201,-913,-955,-1962,-34,1029,440,4614,6186,12937,1
-374,-125,108,914,3286,-1279,-1355,-222,-2683,-5044,-994,-932,-2846,-1793,-3474,-11691,-12418,-5264,-10577,-7744,0
-359,-44,-199,615,-77,-1452,2069,1737,-3318,-14780,-193,-360,-1108,-102,-2731,-5140,-1204,-423,-10307,-22813,0
-38,1116,1166,1571,1771,2499,4083,6139,7828,9954,-20,1159,1316,1738,2123,4020,6975,6642,8581,11056,1
-1568,-4906,-7503,-7565,-10451,-13218,-15135,-18450,-23743,-19540,-1344,-3552,-6576,-5722,-7643,-12155,-14683,-18781,-11460,-1133,0
-463,-2242,-3952,-5562,-5623,-8061,-9541,-10429,-15478,-16577,-40,-2785,-3116,-5650,-5754,-10235,-11149,-13221,-18285,-17998,0
425,396,-84,-567,812,1769,958,2271,7563,8475,671,1478,1367,832,1500,2335,562,2518,6136,4164,1
-882,-1539,-1479,-1054,-2732,-3270,-7216,-10209,-12883,-19838,-127,-1318,347,-134,-1225,-935,-6714,-6645,-4508,-11356,0
-369,-733,987,-735,-1619,-4684,-152,-4317,-7556,-17174,113,-115,1096,71,-1327,-5922,-699,-8508,-16689,-22528,0
-463,-661,-2213,-673,-2187,-2925,-8,387,-3217,-3970,-205,-499,-2010,296,324,-3402,-5190,-6303,-11594,-1489,0
542,-600,-977,-2556,-2081,-672,-169,-358,892,-5117,273,-276,92,-2267,-2942,1858,2385,5103,4766,-9528,0
545,-504,-1801,-4559,-8317,-9622,-12676,-9814,-10384,-21769,1085,417,-1561,-4963,-7458,-10244,-12958,-7938,-7236,-19396,0
-5,-439,-64,499,2289,1727,1924,2971,5971,11349,223,-45,339,1280,2576,1323,347,38,3820,8577,1
-347,635,2029,3205,4029,5441,6241,7633,9470,11239,-423,687,1155,2036,1940,4873,5473,5896,7097,2883,1
-120,166,-1541,-700,-3739,-7194,-10985,-13028,-14114,-22460,-87,278,-415,699,-2339,-5009,-5432,-5468,-6416,-17638,0
700,585,-4461,-2408,-485,-1813,-2152,2216,5263,13279,430,1282,-3088,1269,4238,8112,8899,18206,25082,25568,1
-272,-2264,-4000,-7503,-6353,-7798,-11479,-12820,-19891,-17233,-39,-1916,-3090,-6433,-7510,-9393,-14367,-19347,-21196,-21294,0
479,866,2157,1283,-408,1458,962,-2248,-2217,-7454,229,520,536,-250,-1447,2421,1420,-5034,-10413,-5109,0
-129,-41,371,-117,88,415,676,2385,6450,11923,-169,-371,-1545,-2396,-3969,-6465,-6991,-10218,-5454,4639,1
-1709,-1310,-1567,140,445,957,873,7645,1626,10047,-363,-7,-1136,574,2268,5259,7680,14960,6076,18620,1
-888,-927,2269,3144,-433,-2113,-2451,4289,5005,1210,-409,1471,4718,5864,2427,-2385,-3677,7446,7875,861,1
445,1008,829,130,-969,-2156,-3705,-8833,-11156,-19159,58,336,-211,-374,-2590,-4925,-4799,-12094,-17733,-27871,0
292,-1915,-1295,-1583,-6508,-5186,-5518,-7285,-14096,-16683,290,-981,-2097,-3834,-9313,-7910,-4351,-4046,-3714,-10521,0
386,1195,437,849,8012,10998,8464,2527,-86,4048,82,379,-534,4001,6783,12034,6636,-1310,-11136,842,0
235,111,-352,-568,-2869,-1573,344,1938,7421,8949,136,410,-647,-1562,-4764,125,1959,4346,9346,8883,1
211,686,1142,1887,2285,2952,4393,6869,8153,8941,344,581,557,1292,1625,1628,2149,4880,7550,4797,1
-520,-423,609,855,1466,1652,4177,4397,6595,6914,-380,233,1400,1077,1609,2466,2653,2454,5325,7099,1
-427,-306,-845,-912,-426,-133,-3311,-7524,-7862,-11703,-506,65,-616,352,766,1614,-2221,-4902,-5680,-5396,0
665,1553,3414,4192,5687,7490,2118,1991,4190,4590,261,583,1779,3692,5717,7001,-2204,1801,10348,11161,1
712,598,-2393,-2492,-1957,-6493,-4888,-2650,-829,1508,82,-1742,-5780,-4445,-5010,-8298,-4651,2343,-2174,-2516,0
597,-246,-616,0,-1818,1529,10966,8703,10598,7151,421,195,-1123,-605,-3401,1188,8787,5509,12606,11053,1
-9,-1886,-5410,-6016,-3332,-4902,-4444,-3626,2121,-1245,-474,-1871,-4472,-3672,-883,-5736,-2955,-2594,540,-4262,1
-39,-849,-1858,-3630,-6376,-7769,-9810,-11379,-11909,-19147,246,-1007,-1921,-3663,-5375,-7958,-9605,-13415,-12414,-15162,0
-581,-622,-753,1901,2003,4015,7340,10467,14931,22011,-451,-229,-361,3330,2966,3674,6383,12632,17900,22823,1
125,-171,-728,-1667,1404,-794,705,-2650,-6624,-7322,-103,-132,95,-1988,2504,81,-1099,-4919,-2071,-3929,0
609,552,-66,390,-1271,716,-978,3484,9956,12762,312,64,421,221,-320,1744,-5436,3880,9565,12446,1
178,-293,-1124,-444,2453,199,-3364,-5440,-8726,-9297,700,334,-393,-1231,1765,-404,-4976,-9433,-11744,-7199,0
704,2623,5188,6341,8637,10073,11250,11087,13592,16083,1364,2763,4334,5358,6360,7301,7010,8950,15592,22371,1
-1632,-1823,-4201,-2752,-3429,-3890,-8309,-2281,-2973,1576,-1406,-1571,-3646,51,1516,1243,-1083,15279,15324,14557,1
-1298,-4109,-4202,-4987,-1017,-63,3709,1616,831,14809,-1973,-4875,-2937,-3477,-1926,2286,1735,4990,6168,9794,1
-629,-1073,-1213,-3010,-4266,-4718,-5068,-6481,-2950,-9988,-324,-773,-293,-1010,-102,-304,-2152,-4814,-122,-4471,0
427,-297,-408,-528,-1935,-3767,-9026,-7190,-6137,-14393,-818,-1523,-3283,-3586,-5589,-8710,-16786,-14928,-17188,-22505,0
604,2279,2477,2289,327,-326,-2953,-9574,-5403,-8722,-718,904,-12,-1233,-2204,-3407,-10299,-13825,-4196,-18161,0
596,-1772,-2958,-3933,-4917,-8459,-6700,-9236,-9628,-6106,131,-2494,-3091,-8656,-8927,-11692,-4518,-8412,-4467,-4044,0
-405,-1404,-2905,-2949,-3090,-6259,-9353,-12391,-10702,-12404,-508,-1057,-2119,-1726,-2219,-5389,-9532,-9519,-6493,-9474,0
-316,-23,-608,-2385,-3010,-2955,-2378,-1718,-4210,-9739,-737,-657,2574,-3633,-7255,-7471,-2166,-4916,-6737,-9060,0
-407,-913,-2353,-3634,-4943,-6008,-8064,-12505,-15185,-21516,-121,-921,-2289,-3205,-5540,-7147,-11830,-12451,-16351,-20922,0
-466,-952,-1826,-5140,-5862,-5483,-3700,-4672,-1722,-8723,-402,-321,-3415,-6331,-3678,562,212,-5818,-8910,-13794,0
199,-883,281,-865,2127,1927,1974,4410,3327,-6185,569,-1437,2182,1704,3755,1595,1197,2007,-566,-11840,0
-4,857,2666,67,2387,2861,1481,2908,6274,9765,288,1483,2988,2249,4678,6842,3788,10237,16184,18358,1
-181,1223,2136,3294,2656,3123,4994,5682,4914,9906,225,2775,3049,6166,6265,10303,13144,10149,11731,13079,1
693,733,-63,235,170,4242,-3182,2824,9608,4991,860,1123,2107,4481,2909,5636,354,20853,17708,12871,1
-528,-1365,-2348,-3251,-3669,-3942,-5417,-6102,-7063,-12042,-130,-982,-1875,-2817,-1099,-711,-2199,-4653,-4164,-12456,0
-137,-2458,-4989,-6255,-9013,-9866,-10282,-14226,-18372,-20585,26,-1523,-3650,-5326,-7413,-8344,-7104,-12425,-17279,-22322,0
266,-203,263,1264,885,2183,2131,733,240,6073,-209,-652,-100,152,1,1533,566,-1836,-3520,2433,1
337,1352,2339,1420,3437,3682,6078,7050,7374,10363,427,2354,4697,1407,7252,9516,12683,12860,15767,21274,1
623,1961,3312,783,1019,1364,-1267,-3880,-638,5649,589,1690,2604,285,-54,1706,-4067,1991,7486,21558,1
-367,-1299,-1430,-86,228,2722,6382,5427,9693,16186,-644,-1818,-2108,1034,30,4758,12309,9650,21411,29017,1
269,-212,-706,-1829,-4044,-4772,-7190,-11155,-13434,-15008,-122,-617,-874,-1963,-1353,-3037,-5109,-7658,-8733,-11248,0
-509,-1130,-1928,-2131,-3069,-9347,-9438,-8622,-12729,-13163,-1100,-43,-751,-1292,-2877,-7080,-6905,4233,8643,7230,0
-750,-1626,57,381,3915,5475,3081,2123,165,-7497,127,-976,676,-1477,1815,3483,-1086,-925,-370,-7511,0
1176,743,116,964,4626,10648,4285,7253,9075,13404,1036,726,-1250,-400,6189,14023,3481,10190,6431,15179,1
153,475,404,1063,949,-107,2134,3743,4587,9819,272,849,768,327,1700,-68,3079,8667,7721,10433,1
-1435,-3637,-3690,-7041,-8754,-9928,-11400,-15880,-18078,-28145,-383,-2398,-2298,-4774,-5505,-6263,-7996,-12152,-12171,-16567,0
-380,623,3436,4245,4343,4237,3182,2772,2829,12463,-180,191,2751,2629,3585,3306,3302,2824,2734,12353,1
-621,-859,-1084,236,-1111,352,979,4558,8162,14568,66,-98,-11,813,1434,4072,5381,12322,15869,23800,1
-893,-1935,-957,616,5512,9552,14207,19426,17240,21688,-141,-934,2214,4406,6910,9626,16048,20797,15936,27979,1
